STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
476040,99999,19730701,75.4,8,70.9,8,1012.7,8,9999.9,0,5.7,8,5.1,8,13,999.9,80.6,68, 0.12E,999.9,10000
476040,99999,19730702,73.4,8,67.8,8,1012.6,8,9999.9,0,10,8,3.6,8,9.9,999.9,80.6,  68.0*, 0.00F,999.9,0
476040,99999,19730703,74.1,8,68.5,8,1013.1,8,9999.9,0,12.3,8,6.1,8,12,999.9,78.8,66.2, 0.00F,999.9,0
476040,99999,19730704,73.8,8,69.3,8,1013.7,8,9999.9,0,3,8,3.8,8,6,999.9,78.8,68, 0.00F,999.9,0
476040,99999,19730705,75.2,7,69.5,7,1014.3,7,9999.9,0,4,7,3.3,7,8,999.9,   80.6*,69.8, 0.00F,999.9,0
476040,99999,19730706,74.3,8,68.4,8,1014.8,8,9999.9,0,7.4,8,4.6,8,8.9,999.9,82.4,  68.0*, 0.00F,999.9,0
476040,99999,19730707,73.6,8,68,8,1012.1,8,9999.9,0,9.1,8,5.2,8,8,999.9,80.6,68, 0.00F,999.9,0
476040,99999,19730708,74.5,8,70.2,8,1009.9,8,9999.9,0,2.9,8,4.9,8,13,999.9,82.4,69.8, 0.00F,999.9,0
476040,99999,19730709,74.1,8,69.3,8,1009.4,8,9999.9,0,4.3,8,4.9,8,8.9,999.9,78.8,69.8, 0.00F,999.9,0
476040,99999,19730710,75,8,69.6,8,1009.3,8,9999.9,0,5.5,8,3.9,8,8,999.9,80.6,69.8, 0.00G,999.9,0
476040,99999,19730711,76.1,8,70.7,8,1010.1,8,9999.9,0,3.8,8,6.6,8,11.1,999.9,87.8,69.8, 0.00G,999.9,10000
476040,99999,19730712,73.7,7,66.2,7,1013.1,7,9999.9,0,15.4,7,4.6,7,8,999.9,78.8,  68.0*, 0.43G,999.9,0
476040,99999,19730713,80.6,8,69.6,8,1012.3,8,9999.9,0,9.2,8,5.9,8,9.9,999.9,91.4,66.2, 0.00G,999.9,0
476040,99999,19730714,82,8,72.1,8,1012.6,8,9999.9,0,2.4,8,5.6,8,9.9,999.9,89.6,75.2, 0.00F,999.9,0
476040,99999,19730715,81.5,8,68.9,8,1013.7,8,9999.9,0,4.2,8,5.4,8,8.9,999.9,91.4,  73.4*, 0.00F,999.9,0
476040,99999,19730716,79.9,8,71.2,8,1013,8,9999.9,0,3.7,8,4.7,8,9.9,999.9,89.6,71.6, 0.00F,999.9,0
476040,99999,19730717,80.8,8,70.7,8,1009.8,8,9999.9,0,2.5,8,4.2,8,8.9,999.9,89.6,71.6, 0.00F,999.9,0
476040,99999,19730718,81.5,8,70.9,8,1007.7,8,9999.9,0,5.9,8,4.8,8,7,999.9,87.8,73.4, 0.00F,999.9,0
476040,99999,19730719,82.4,6,70.4,6,1009.6,6,9999.9,0,2.4,6,4,6,5.1,999.9,91.4,73.4, 0.00F,999.9,0
476040,99999,19730720,82.4,8,72.5,8,1008.2,8,9999.9,0,2.7,8,5.9,8,11.1,999.9,91.4,75.2, 0.00F,999.9,0
476040,99999,19730721,81.5,8,73.9,8,1003.2,8,9999.9,0,3.7,8,13.1,8,53,999.9,89.6,75.2, 0.00F,999.9,0
476040,99999,19730722,80.4,8,65.5,8,1004.4,8,9999.9,0,11.3,8,7.5,8,8.9,999.9,91.4,  71.6*, 0.00F,999.9,0
476040,99999,19730723,77.4,8,63.5,8,1009.1,8,9999.9,0,15.5,8,6.8,8,9.9,999.9,87.8,71.6, 0.00F,999.9,0
476040,99999,19730724,78.1,8,68,8,1010.9,8,9999.9,0,7.1,8,4.3,8,8,999.9,87.8,69.8, 0.00F,999.9,0
476040,99999,19730725,78,7,69.8,7,1011.2,7,9999.9,0,5.4,7,4.6,7,9.9,999.9,86,  69.8*, 0.00F,999.9,0
476040,99999,19730726,80.2,8,71.2,8,1010.2,8,9999.9,0,2.5,8,3.8,8,7,999.9,   84.2*,69.8, 0.00F,999.9,0
476040,99999,19730727,81.1,8,69.8,8,1009.3,8,9999.9,0,2.4,8,7,8,11.1,999.9,89.6,73.4, 0.00F,999.9,0
476040,99999,19730728,81.7,8,66.9,8,1007.4,8,9999.9,0,3.3,8,7.9,8,11.1,999.9,89.6,75.2, 0.00F,999.9,0
476040,99999,19730729,82.9,8,68.4,8,1005.5,8,9999.9,0,3.3,8,5.9,8,8.9,999.9,91.4,75.2, 0.00F,999.9,0
476040,99999,19730730,83.1,8,72.7,8,1003.4,8,9999.9,0,3.9,8,5.4,8,7,999.9,91.4,75.2, 0.00F,999.9,10000
476040,99999,19730731,81.1,7,73.9,7,1004.2,7,9999.9,0,5.8,7,5,7,7,999.9,87.8,75.2, 0.00G,999.9,10000
476040,99999,19730801,82.2,8,74.1,8,1006.8,8,9999.9,0,7.9,8,6.1,8,9.9,999.9,91.4,77, 0.04G,999.9,10000
476040,99999,19730802,82.9,7,74.4,7,1007.7,7,9999.9,0,7.5,7,4.6,7,8.9,999.9,89.6,77, 0.00G,999.9,10000
476040,99999,19730803,83.2,7,74.2,7,1010.7,7,9999.9,0,6.3,7,7.9,7,15.9,999.9,91.4,  75.2*, 0.04G,999.9,10000
476040,99999,19730804,80.2,8,75,8,1015.2,8,9999.9,0,6.9,8,4.5,8,9.9,999.9,87.8,75.2, 0.83G,999.9,0
476040,99999,19730805,81.5,8,73.6,8,1016.5,8,9999.9,0,5.4,8,5.8,8,9.9,999.9,91.4,75.2, 0.00G,999.9,0
476040,99999,19730806,82,8,73.4,8,1014.3,8,9999.9,0,11.3,8,6.9,8,8.9,999.9,89.6,73.4, 0.00F,999.9,10
476040,99999,19730807,81.3,8,74.5,8,1012.9,8,9999.9,0,12.8,8,6.3,8,12,999.9,89.6,73.4, 0.00F,999.9,0
476040,99999,19730808,80.6,8,73.6,8,1014,8,9999.9,0,6.9,8,4.2,8,9.9,999.9,86,73.4, 0.00F,999.9,0
476040,99999,19730809,82.4,7,70.8,7,1014.4,7,9999.9,0,7.6,7,4.1,7,7,999.9,   87.8*,73.4, 0.00F,999.9,0
476040,99999,19730810,80.4,8,71.6,8,1014.2,8,9999.9,0,7.4,8,5,8,9.9,999.9,89.6,  71.6*, 0.00F,999.9,0
476040,99999,19730811,80.2,8,71.4,8,1011.9,8,9999.9,0,5.7,8,4.7,8,8,999.9,89.6,71.6, 0.00F,999.9,0
476040,99999,19730812,81.5,8,71.8,8,1012.1,8,9999.9,0,3.6,8,4.9,8,8,999.9,91.4,71.6, 0.00F,999.9,0
476040,99999,19730813,81.1,7,72.4,7,1011.3,7,9999.9,0,2.3,7,5.1,7,14,999.9,89.6,71.6, 0.00F,999.9,0
476040,99999,19730814,83.9,7,74.9,7,1011.5,7,9999.9,0,3.4,7,5.8,7,9.9,999.9,91.4,75.2, 0.00F,999.9,0
476040,99999,19730815,84.2,8,74.8,8,1010.9,8,9999.9,0,4.5,8,5.5,8,9.9,999.9,93.2,75.2, 0.00F,999.9,0
476040,99999,19730816,84.9,8,73.4,8,1010.8,8,9999.9,0,8.9,8,4.2,8,6,999.9,95,77, 0.00F,999.9,0
476040,99999,19730817,85.1,8,73.6,8,1009,8,9999.9,0,10.9,8,4,8,5.1,999.9,93.2,77, 0.00F,999.9,10000
476040,99999,19730818,86.9,8,73.6,8,1007.8,8,9999.9,0,8.3,8,11.5,8,17.1,999.9,95,78.8, 0.00G,999.9,0
476040,99999,19730819,81.3,8,75.7,8,1014.1,8,9999.9,0,5.7,8,9.5,8,17.1,999.9,87.8,  75.2*, 0.04F,999.9,10000
476040,99999,19730820,79.9,8,72.7,8,1017.4,8,9999.9,0,7.4,8,4,8,6,999.9,87.8,  73.4*, 0.00F,999.9,0
476040,99999,19730821,82.4,8,72.5,8,1015.4,8,9999.9,0,3.7,8,5.4,8,8,999.9,91.4,73.4, 0.00F,999.9,0
476040,99999,19730822,82.2,8,74.1,8,1014.9,8,9999.9,0,3.3,8,6.2,8,11.1,999.9,91.4,75.2, 0.02F,999.9,10000
476040,99999,19730823,79.3,7,72.6,7,1014.7,7,9999.9,0,4.2,7,5.9,7,8.9,999.9,91.4,  73.4*, 0.00F,999.9,10000
476040,99999,19730824,78.5,7,70.3,7,1012.9,7,9999.9,0,3.6,7,3.4,7,9.9,999.9,   82.4*,73.4, 0.04G,999.9,10000
476040,99999,19730825,77.5,8,72.9,8,1011.9,8,9999.9,0,3.3,8,3.9,8,5.1,999.9,82.4,75.2, 0.12G,999.9,10000
476040,99999,19730826,79.7,8,74.3,8,1013.4,8,9999.9,0,4.5,8,6.5,8,9.9,999.9,89.6,  73.4*, 0.08G,999.9,10000
476040,99999,19730827,79,8,72.5,8,1014.8,8,9999.9,0,8.1,8,5.1,8,8,999.9,87.8,73.4, 0.28G,999.9,0
476040,99999,19730828,81.6,7,73.1,7,1014,7,9999.9,0,2.3,7,7.1,7,9.9,999.9,   87.8*,73.4, 0.00G,999.9,10000
476040,99999,19730829,82.8,8,74.5,8,1011.3,8,9999.9,0,10.1,8,6.9,8,13,999.9,89.6,75.2, 0.08G,999.9,0
476040,99999,19730830,78.8,8,68.7,8,1014.2,8,9999.9,0,15.5,8,9.6,8,19,999.9,84.2,  73.4*, 0.00G,999.9,0
476040,99999,19730831,75.7,8,65.8,8,1015.9,8,9999.9,0,13.6,8,6,7,8.9,999.9,   80.6*,  69.8*, 0.04G,999.9,0
476040,99999,19730901,83.3,8,70,8,1011.2,8,9999.9,0,9.6,8,5.1,8,6,999.9,93.2,69.8, 0.00G,999.9,10000
476040,99999,19730902,78.6,8,72.1,8,1013.1,8,9999.9,0,7.8,8,7.6,8,14,999.9,87.8,  73.4*, 0.16F,999.9,10000
476040,99999,19730903,79.5,8,68.7,8,1011.5,8,9999.9,0,11.1,8,9.4,8,20,999.9,91.4,  71.6*, 0.12F,999.9,10010
476040,99999,19730904,72.6,7,61.1,7,1015.9,7,9999.9,0,12.4,7,5.7,7,12,999.9,80.6,  68.0*, 0.04F,999.9,0
476040,99999,19730905,72,8,62.8,8,1012.6,8,9999.9,0,14,8,5.5,8,8,999.9,   78.8*,68, 0.00F,999.9,0
476040,99999,19730906,73.2,8,63.7,8,1009.3,8,9999.9,0,8.7,8,5.3,8,8,999.9,82.4,  68.0*, 0.00G,999.9,10010
476040,99999,19730907,67.1,8,63.7,8,1009.3,8,9999.9,0,3.8,8,4.4,8,7,999.9,71.6,  64.4*, 0.16G,999.9,10010
476040,99999,19730908,69.3,8,64,8,1012.1,8,9999.9,0,9.1,8,7.1,8,14,999.9,78.8,62.6, 0.12G,999.9,0
476040,99999,19730909,75.7,8,64.2,8,1010.1,8,9999.9,0,10.5,8,7.4,8,12,999.9,80.6,62.6, 0.00G,999.9,10000
476040,99999,19730910,75,8,66.2,8,1003.5,8,9999.9,0,8.2,8,9,8,21,999.9,78.8,  71.6*, 0.00G,999.9,10000
476040,99999,19730911,66.2,8,64,8,1009.8,8,9999.9,0,8.9,8,5.6,7,8,999.9,77,  64.4*, 0.24G,999.9,10000
476040,99999,19730912,71.2,8,61.2,8,1012.6,8,9999.9,0,11.7,8,7.1,8,14,999.9,80.6,  62.6*, 0.59G,999.9,10000
476040,99999,19730913,70.9,8,62.1,8,1011.1,8,9999.9,0,8.7,8,3.4,8,7,999.9,77,62.6, 0.00G,999.9,10000
476040,99999,19730914,66.2,8,61.2,8,1010.9,8,9999.9,0,7.3,8,5.7,8,8.9,999.9,71.6,  62.6*, 0.91G,999.9,10010
476040,99999,19730915,65.9,7,60.3,7,1014.8,7,9999.9,0,12.4,7,7,7,12,999.9,   75.2*,  59.0*, 0.59G,999.9,0
476040,99999,19730916,68.7,8,57.7,8,1015,8,9999.9,0,17.9,8,4.4,8,7,999.9,78.8,  59.0*, 0.00G,999.9,0
476040,99999,19730917,67.3,8,58.3,8,1016.2,8,9999.9,0,8.9,8,5.1,8,12,999.9,77,59, 0.04F,999.9,10000
476040,99999,19730918,70.7,8,59.9,8,1013,8,9999.9,0,6.6,8,5.3,8,7,999.9,77,59, 0.00F,999.9,0
476040,99999,19730919,70.7,8,63.5,8,1013,8,9999.9,0,2.4,8,5,8,8.9,999.9,77,62.6, 0.00G,999.9,10000
476040,99999,19730920,65.8,8,63.5,8,1016.4,8,9999.9,0,3.3,8,6.2,8,9.9,999.9,69.8,  62.6*, 0.79G,999.9,10000
476040,99999,19730921,71.6,7,63.1,7,1016.9,7,9999.9,0,6.3,7,4.6,7,8,999.9,77,62.6, 0.20G,999.9,10000
476040,99999,19730922,69.8,7,60.8,7,1013.9,7,9999.9,0,10.7,7,6.6,7,11.1,999.9,75.2,  66.2*, 0.00G,999.9,0
476040,99999,19730923,70.9,8,64.6,8,1013.3,8,9999.9,0,5.6,8,5.6,8,9.9,999.9,78.8,66.2, 0.00F,999.9,0
476040,99999,19730924,70.4,6,63.5,6,1014.4,6,9999.9,0,5.6,6,11.1,6,15.9,999.9,   75.2*,64.4, 0.04G,999.9,10000
476040,99999,19730925,67.6,8,59.7,8,1013.9,8,9999.9,0,10.5,8,7.3,8,15.9,999.9,75.2,  60.8*, 0.31G,999.9,0
476040,99999,19730926,71.2,8,59.7,8,1006.7,8,9999.9,0,6.4,8,7.8,8,17.1,999.9,80.6,60.8, 0.00G,999.9,10000
476040,99999,19730927,65.5,8,59,8,1012.3,8,9999.9,0,5.3,8,9.9,8,15.9,999.9,71.6,  60.8*, 0.75G,999.9,10000
476040,99999,19730928,66.7,8,57.2,8,1019.6,8,9999.9,0,10.3,8,5.5,8,9.9,999.9,75.2,  59.0*, 0.39G,999.9,0
476040,99999,19730929,70.3,8,57.7,8,1018.3,8,9999.9,0,8.5,8,6.6,8,8.9,999.9,77,59, 0.00G,999.9,0
476040,99999,19730930,66,8,61.7,8,1010.4,8,9999.9,0,8.7,8,7.5,8,11.1,999.9,69.8,64.4, 0.24E,999.9,10000
476040,99999,19731001,67.3,8,58.6,8,1013.2,8,9999.9,0,16.3,8,7.9,8,13,999.9,73.4,  62.6*, 0.63G,999.9,10000
476040,99999,19731002,65.2,7,57.7,7,1018.9,7,9999.9,0,7.3,7,4.2,7,7,999.9,71.6,  60.8*, 0.39G,999.9,10000
476040,99999,19731003,69.8,8,61.1,7,1020.2,8,9999.9,0,4,8,5,8,7,999.9,75.2,60.8, 0.04G,999.9,0
476040,99999,19731004,66.2,8,57,8,1019.6,8,9999.9,0,7.7,8,8.9,8,19,999.9,71.6,  59.0*, 0.00G,999.9,10000
476040,99999,19731005,60.4,8,49.8,8,1020.8,8,9999.9,0,7.5,8,5,8,11.1,999.9,66.2,  53.6*, 0.04G,999.9,0
476040,99999,19731006,61.7,8,49.1,8,1019.6,8,9999.9,0,8.5,8,3.6,8,8,999.9,68,53.6, 0.00G,999.9,0
476040,99999,19731007,56.3,8,53.2,8,1014.5,8,9999.9,0,3.8,8,2.4,8,5.1,999.9,59,55.4, 0.04G,999.9,10000
476040,99999,19731008,55.9,7,51,7,1020.1,7,9999.9,0,4.5,7,4.1,7,6,999.9,64.4,  48.2*, 0.00G,5.9,10000
476040,99999,19731009,57,8,47.8,8,1024.5,8,9999.9,0,9.3,8,4,8,7,999.9,66.2,48.2, 0.31G,999.9,0
476040,99999,19731010,60.4,8,50.7,8,1024.8,8,9999.9,0,5.3,8,4,8,7,999.9,68,48.2, 0.00G,999.9,0
476040,99999,19731011,62.3,7,53.3,7,1024.1,7,9999.9,0,5.8,7,3.4,7,6,999.9,69.8,53.6, 0.00F,999.9,0
476040,99999,19731012,68.5,7,56.7,7,1019.2,7,9999.9,0,4.3,7,5.4,7,8,999.9,77,53.6, 0.00F,999.9,10000
476040,99999,19731013,64,8,59.5,8,1006.9,8,9999.9,0,6.4,8,8.9,8,21,999.9,68,  60.8*, 0.12G,999.9,10000
476040,99999,19731014,55.6,8,41.9,8,1016.5,8,9999.9,0,7.4,8,10.3,8,15,999.9,62.6,  51.8*, 2.05G,999.9,10000
476040,99999,19731015,57.2,8,41.9,8,1025.2,8,9999.9,0,9.3,8,6.6,8,9.9,999.9,   66.2*,  48.2*, 0.00G,999.9,0
476040,99999,19731016,55.7,7,41,7,1023.4,7,9999.9,0,13.8,7,6.6,7,9.9,999.9,64.4,46.4, 0.00F,999.9,0
476040,99999,19731017,57.7,7,49.2,7,1017.8,7,9999.9,0,4.6,7,5.3,7,8,999.9,64.4,51.8, 0.00F,999.9,10000
476040,99999,19731018,54.5,8,45.1,8,1019.7,8,9999.9,0,11.3,8,6.1,8,13,999.9,60.8,  48.2*, 0.28G,999.9,10000
476040,99999,19731019,53.6,8,42.3,8,1022.5,8,9999.9,0,13.6,8,5.6,8,8,999.9,64.4,  44.6*, 0.00G,999.9,0
476040,99999,19731020,57.4,8,46.6,8,1019.2,8,9999.9,0,7.4,8,4.6,8,8,999.9,66.2,44.6, 0.00F,999.9,10000
476040,99999,19731021,59.3,7,53.9,7,1008.8,7,9999.9,0,3.2,7,4.9,7,7,999.9,62.6,  57.2*, 0.04F,999.9,10000
476040,99999,19731022,64.2,8,49.1,8,1007.8,8,9999.9,0,6.6,8,19.9,8,28,999.9,68,57.2, 0.12F,999.9,10000
476040,99999,19731023,56.9,6,49.4,6,1014.9,6,9999.9,0,10.4,6,9,6,14,999.9,64.4,  53.6*, 0.00F,999.9,0
476040,99999,19731024,60.1,8,50,8,1014.5,8,9999.9,0,12.8,8,4.2,8,7,999.9,66.2,53.6, 0.00G,999.9,10010
476040,99999,19731025,59.4,5,47.1,5,1018.2,5,9999.9,0,8.1,5,16.2,5,21,999.9,66.2,53.6, 0.24G,999.9,0
476040,99999,19731026,55.2,8,45.7,8,1025.6,8,9999.9,0,8.9,8,7.1,8,15,999.9,60.8,  48.2*, 0.24G,999.9,10000
476040,99999,19731027,57.7,7,47.2,7,1020.3,6,9999.9,0,4.2,7,7.1,7,15.9,999.9,   60.8*,48.2, 0.31G,999.9,10000
476040,99999,19731028,60.4,8,52.5,8,1007.3,8,9999.9,0,5.9,8,14.1,8,22.9,999.9,62.6,55.4, 0.24G,999.9,10000
476040,99999,19731029,53.6,7,39.5,7,1024.2,7,9999.9,0,11.5,7,8.6,7,22,999.9,62.6,  42.8*, 0.31G,999.9,0
476040,99999,19731030,54.3,8,45.5,8,1022.6,8,9999.9,0,8.4,8,3.1,8,6,999.9,62.6,42.8, 0.00G,999.9,0
476040,99999,19731031,56.8,8,49.6,8,1019,8,9999.9,0,6.8,8,3.7,8,11.1,999.9,66.2,46.4, 0.00F,999.9,0
476040,99999,19731101,57.2,8,47.3,8,1019,8,9999.9,0,5.1,8,11.1,8,14,999.9,62.6,50, 0.00F,999.9,0
476040,99999,19731102,55.6,8,48,8,1019,8,9999.9,0,8.4,8,6.5,8,14,999.9,   64.4*,  50.0*, 0.00G,999.9,10000
476040,99999,19731103,51.3,7,42.8,7,1022.2,7,9999.9,0,9.1,7,4.3,7,8.9,999.9,60.8,  42.8*, 0.00G,999.9,0
476040,99999,19731104,56.5,8,48.9,8,1019.8,8,9999.9,0,6.9,8,6.8,8,11.1,999.9,64.4,42.8, 0.00F,999.9,10000
476040,99999,19731105,51.8,8,49.3,8,1017.1,8,9999.9,0,3.2,8,5.1,8,15.9,999.9,57.2,  50.0*, 0.47G,999.9,10000
476040,99999,19731106,46.9,7,45.1,7,1014.2,7,9999.9,0,3.7,7,4.7,7,8.9,999.9,   50.0*,  44.6*, 0.39G,999.9,10000
476040,99999,19731107,46.9,7,41.5,7,1021.4,7,9999.9,0,12.4,7,6,7,9.9,999.9,55.4,  41.0*, 0.28G,999.9,10000
476040,99999,19731108,51.4,8,42.4,8,1022.5,8,9999.9,0,11.7,8,3.6,8,7,999.9,60.8,41, 0.04G,999.9,0
476040,99999,19731109,62.4,8,48,8,1014,8,9999.9,0,9.7,8,8.4,8,12,999.9,66.2,42.8, 0.00G,999.9,0
476040,99999,19731110,57.4,8,52.3,8,1010.3,8,9999.9,0,5.6,8,7.7,8,13,999.9,64.4,  51.8*, 0.04G,999.9,10000
476040,99999,19731111,50.9,8,44.6,8,1015.1,8,9999.9,0,6.3,8,14.1,8,25.1,999.9,57.2,  46.4*, 0.43G,999.9,10000
476040,99999,19731112,49.6,8,42.4,8,1018.9,8,9999.9,0,8,8,8.9,8,15,999.9,51.8,46.4, 0.87G,999.9,10000
476040,99999,19731113,45.5,8,39.6,8,1023.2,8,9999.9,0,10.3,8,6.8,8,12,999.9,51.8,  39.2*, 0.39G,999.9,10000
476040,99999,19731114,48.4,8,45,8,1020.3,8,9999.9,0,6.2,8,8,8,19,999.9,55.4,39.2, 0.08G,999.9,10010
476040,99999,19731115,52,8,42.3,7,1016.5,8,9999.9,0,9.6,8,4.5,8,7,999.9,59,  46.4*, 1.34G,999.9,0
476040,99999,19731116,55.6,8,47.5,8,1008.9,8,9999.9,0,6.4,8,12.8,8,19,999.9,60.8,42.8, 0.04G,999.9,10000
476040,99999,19731117,46.1,6,39.5,6,1003.6,6,9999.9,0,5,6,19.8,6,34,999.9,   55.4*,  39.2*, 0.12G,999.9,10010
476040,99999,19731118,38.3,8,33.6,8,1007.1,8,9999.9,0,5.9,8,13.5,8,25.1,999.9,48.2,  32.0*, 1.93G,999.9,11000
476040,99999,19731119,37,8,29.8,8,1003.5,8,9999.9,0,5,8,16.6,8,22.9,999.9,42.8,32, 1.10G,2,11010
476040,99999,19731120,41.7,8,35.4,8,1011.7,8,9999.9,0,6.8,8,13.3,8,24.1,999.9,46.4,33.8, 1.30G,999.9,10000
476040,99999,19731121,38.3,8,34.2,8,1011.3,8,9999.9,0,5.7,8,8.4,8,14,999.9,46.4,  33.8*, 1.06G,999.9,11000
476040,99999,19731122,45.3,8,33.4,8,1016.6,8,9999.9,0,12,8,16.4,7,22.9,999.9,48.2,33.8, 0.83G,999.9,10100
476040,99999,19731123,43.7,8,30.4,8,1024.6,8,9999.9,0,13.2,8,9.6,8,20,999.9,53.6,  33.8*, 0.08G,999.9,0
476040,99999,19731124,46.7,7,35.3,7,1015.2,7,9999.9,0,8.4,7,8.5,7,24.1,999.9,55.4,  41.0*, 0.00G,999.9,10000
476040,99999,19731125,41,7,26.6,7,1019.6,7,9999.9,0,10.2,7,19,7,24.1,999.9,55.4,  39.2*, 0.16G,999.9,10000
476040,99999,19731126,40.1,8,34,8,1016.7,8,9999.9,0,12,8,6.4,8,8,999.9,46.4,  35.6*, 0.04G,999.9,10000
476040,99999,19731127,48.2,8,36.3,8,1009.7,8,9999.9,0,5.9,8,17.4,8,24.1,999.9,55.4,35.6, 0.04G,999.9,10000
476040,99999,19731128,40.3,8,24.8,8,1022.4,8,9999.9,0,10.5,8,14.3,8,25.1,999.9,44.6,  37.4*, 0.83G,999.9,11100
476040,99999,19731129,41.2,8,30.4,8,1017.5,8,9999.9,0,11.7,8,7.6,8,11.1,999.9,46.4,37.4, 0.00G,999.9,10000
476040,99999,19731130,47.3,8,36.7,8,1010.7,8,9999.9,0,8.9,8,11.9,8,18.1,999.9,57.2,39.2, 0.12G,999.9,10000
476040,99999,19731201,39.4,8,25.5,8,1018.5,8,9999.9,0,18.3,8,7.3,8,12,999.9,48.2,  32.0*, 0.28G,999.9,0
476040,99999,19731202,39.2,8,29.3,8,1010.1,8,9999.9,0,9.3,8,5.9,8,7,999.9,46.4,32, 0.00G,999.9,10000
476040,99999,19731203,42.6,8,34.2,8,1006.6,8,9999.9,0,7.1,8,15.9,8,28.9,999.9,50,35.6, 0.04G,999.9,10100
476040,99999,19731204,34.9,8,26.4,8,1014.4,8,9999.9,0,4.8,8,14.8,8,20,999.9,41,  32.0*, 1.30G,999.9,11000
476040,99999,19731205,36,8,30.7,7,1012.9,8,9999.9,0,6.4,8,9.1,8,18.1,999.9,   42.8*,32, 0.24G,999.9,11000
476040,99999,19731206,37,8,34.9,8,1007.6,8,9999.9,0,2.1,8,6.4,8,9.9,999.9,42.8,  32.0*, 0.91G,999.9,11000
476040,99999,19731207,32.9,8,26.6,8,1013.6,8,9999.9,0,4.1,8,15.4,8,22,999.9,37.4,30.2, 2.56G,999.9,11000
476040,99999,19731208,36,8,28.4,8,1017.6,8,9999.9,0,7.1,8,15.1,8,22.9,999.9,37.4,32, 0.83G,11.8,11110
476040,99999,19731209,34.1,7,29.4,7,1016.2,7,9999.9,0,7.3,7,7.3,7,9.9,999.9,   41.0*,  28.4*, 0.00G,999.9,11000
476040,99999,19731210,36.5,8,27.7,8,1017.3,8,9999.9,0,8.7,8,11.6,8,15.9,999.9,37.4,  33.8*, 0.35G,7.1,11000
476040,99999,19731211,33.8,8,28.6,8,1022,8,9999.9,0,6.7,8,5.5,8,11.1,999.9,39.2,  28.4*, 0.31G,5.1,0
476040,99999,19731212,38.8,8,29.1,8,1015.5,8,9999.9,0,9.3,8,9.3,8,14,999.9,44.6,28.4, 0.00G,999.9,11000
476040,99999,19731213,36.1,7,27.6,7,1021.6,7,9999.9,0,11.5,7,11.1,7,15.9,999.9,   39.2*,  33.8*, 0.24G,3.1,1000
476040,99999,19731214,43.1,7,37.9,7,1016.6,7,9999.9,0,5.6,7,10.3,7,15,999.9,46.4,33.8, 0.00G,3.1,10100
476040,99999,19731215,39.2,6,38,6,1010.5,6,9999.9,0,1.4,6,4.3,6,6,999.9,46.4,  37.4*, 1.18G,1.2,10010
476040,99999,19731216,36,8,29.1,8,1006,8,9999.9,0,5.3,8,14.9,8,22,999.9,42.8,  32.0*, 1.57G,999.9,11000
476040,99999,19731217,37.6,8,28.6,8,1014.6,8,9999.9,0,8.5,8,12.3,8,19,999.9,41,32, 0.28G,999.9,11000
476040,99999,19731218,35.8,8,31.5,8,1013.9,8,9999.9,0,3.7,8,8.5,8,19,999.9,55.4,  32.0*, 0.04G,999.9,11000
476040,99999,19731219,35.4,8,31.3,8,1021,8,9999.9,0,5.9,8,6.1,8,15.9,999.9,41,33.8, 0.47G,999.9,11000
476040,99999,19731220,38.1,8,34.9,8,1021.6,8,9999.9,0,6.5,8,6.5,8,12,999.9,42.8,33.8, 0.00G,999.9,10000
476040,99999,19731221,42.8,8,34,8,1004.7,8,9999.9,0,3.4,8,16.5,8,32.1,999.9,46.4,33.8, 0.04G,999.9,10000
476040,99999,19731222,34.2,8,28.2,8,1004.6,8,9999.9,0,4.4,8,21,8,29.9,999.9,46.4,  32.0*, 0.39G,999.9,11100
476040,99999,19731223,33.6,8,28.6,8,1004.6,8,9999.9,0,3.3,8,15.9,8,18.1,999.9,37.4,30.2, 0.28G,1.2,1000
476040,99999,19731224,32.8,7,25.8,7,1011.1,7,9999.9,0,8.9,7,12.6,7,17.1,999.9,37.4,  28.4*, 0.20G,1.2,11000
476040,99999,19731225,33.1,8,30,8,1020.4,8,9999.9,0,4.8,8,7.6,8,14,999.9,39.2,28.4, 0.20G,1.2,11100
476040,99999,19731226,35.2,8,32.5,8,1027.4,8,9999.9,0,5.4,8,6,8,7,999.9,35.6,30.2, 0.08G,1.2,11000
476040,99999,19731227,36.9,7,28.9,7,1022.2,7,9999.9,0,11.1,7,5.5,7,7,999.9,42.8,  32.0*, 0.00G,1.2,0
476040,99999,19731228,39.2,8,29.5,8,1009,8,9999.9,0,4.9,8,13.9,8,22,999.9,44.6,32, 0.00H,999.9,11000
476040,99999,19731229,34.5,8,27,8,1016.5,8,9999.9,0,7.8,8,11.1,8,21,999.9,   37.4*,  30.2*, 0.28G,999.9,11100
476040,99999,19731230,35.6,8,29.5,8,1014.5,8,9999.9,0,6.1,8,8.3,8,14,999.9,41,30.2, 0.63G,3.9,11100
476040,99999,19731231,38.5,8,31.5,8,1011,8,9999.9,0,4.3,8,12.1,8,21,999.9,41,32, 0.12G,1.2,11000
